Name,Size,Price,Link,MRP
Bjain Colchicum Autumnale Globules 0/14 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-colchicum-autumnale-globules-0-14-lm-otc833039,MRP₹8510% OFF
LDD Bioscience Mensol Plus Syrup,bottle of 450 ml Syrup,267,https://www.1mg.com/otc/ldd-bioscience-mensol-plus-syrup-otc667965,MRP₹2701% OFF
Dr. Majumder Homeo World Acidum Hydrocyanicum Dilution (30ml Each) 30,box of 1 Bottle,221,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-hydrocyanicum-dilution-30ml-each-30-otc852405,MRP₹26015% OFF
Bjain Ginseng Dilution 30C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-ginseng-dilution-30c-otc439303,
LDD Bioscience Lilium Tigrinum Dilution 1000 CH,bottle of 30 ml Dilution,117,https://www.1mg.com/otc/ldd-bioscience-lilium-tigrinum-dilution-1000-ch-otc839364,MRP₹13010% OFF
Wheezal Calendula Nectar Multi Purpose Cream,jar of 100 gm Cream,,https://www.1mg.com/otc/wheezal-calendula-nectar-multi-purpose-cream-otc339174,
LDD Bioscience Atropinum Dilution 10M CH,bottle of 100 ml Dilution,360,https://www.1mg.com/otc/ldd-bioscience-atropinum-dilution-10m-ch-otc874673,MRP₹40010% OFF
Dr. Majumder Homeo World Arnica Album Dilution 3 (30ml Each),combo pack of 3 bottles,624,https://www.1mg.com/otc/dr.-majumder-homeo-world-arnica-album-dilution-3-30ml-each-otc798224,MRP₹78020% OFF
Dr. Majumder Homeo World Bovista Dilution(30ml Each) 12,combo pack of 3 bottles,624,https://www.1mg.com/otc/dr.-majumder-homeo-world-bovista-dilution-30ml-each-12-otc857199,MRP₹78020% OFF
Bakson's Homeopathy Viola Tricolor Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-viola-tricolor-dilution-10m-otc785601,MRP₹3158% OFF
Wheezal Arsenicum Metallicu Globules 0/43 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-arsenicum-metallicu-globules-0-43-lm-otc898417,MRP₹1801% OFF
Dr. Reckeweg Ammonium Carb Dilution 30 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-ammonium-carb-dilution-30-ch-otc326911,
Bjain Acidum Phosphoricum Dilution 30C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-acidum-phosphoricum-dilution-30c-otc428288,
Dr Willmar Schwabe India Hygrophilla Spinosa Dilution 30 CH,bottle of 30 ml Dilution,89.1,https://www.1mg.com/otc/dr-willmar-schwabe-india-hygrophilla-spinosa-dilution-30-ch-otc404074,MRP₹901% OFF
Wheezal Baryta Muriatica Globules 0/15 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-baryta-muriatica-globules-0-15-lm-otc885532,MRP₹1806% OFF
Bakson's Homeopathy Arsenicum Bromatum Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-arsenicum-bromatum-dilution-10m-otc753259,MRP₹3158% OFF
Bakson's Homeopathy Elaps Corallinus Dilution 30,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-elaps-corallinus-dilution-30-otc760862,MRP₹1008% OFF
Wheezal Gossypium Herbaceum Dilution 50M,bottle of 30 ml Dilution,289,https://www.1mg.com/otc/wheezal-gossypium-herbaceum-dilution-50m-otc925984,MRP₹32511% OFF
Dr. Majumder Homeo World Abroma Radix Dilution (30 ml Each) 200 CH,combo pack of 6 bottles,1215,https://www.1mg.com/otc/dr.-majumder-homeo-world-abroma-radix-dilution-30-ml-each-200-ch-otc850404,MRP₹162025% OFF
Dr. Majumder Homeo World Apocynum Cannabinum Dilution (30 ml Each) 1M,combo pack of 6 bottles,1328,https://www.1mg.com/otc/dr.-majumder-homeo-world-apocynum-cannabinum-dilution-30-ml-each-1m-otc869734,MRP₹177025% OFF
Dr Willmar Schwabe India Aluminium Muriaticum Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-aluminium-muriaticum-dilution-1000-ch-otc395554,
Hering Pharma Bryonia Alba Mother Tincture Q,bottle of 30 ml Mother Tincture,153,https://www.1mg.com/otc/hering-pharma-bryonia-alba-mother-tincture-q-otc635806,MRP₹18015% OFF
SBL Cucurbita Pepo Dilution 3 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-cucurbita-pepo-dilution-3-ch-otc352313,MRP₹1007% OFF
Bakson's Homeopathy Hekla Lava Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-hekla-lava-dilution-1000-ch-otc762866,MRP₹1409% OFF
Wheezal Rhus Toxicodendron Globules 0/24 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-rhus-toxicodendron-globules-0-24-lm-otc884828,MRP₹1807% OFF
SBL Psorinum 0/23 LM,bottle of 20 gm Globules,172,https://www.1mg.com/otc/sbl-psorinum-0-23-lm-otc365387,MRP₹1857% OFF
LDD Bioscience Calcarea Arsenicum 3X,bottle of 25 gm Tablet,148,https://www.1mg.com/otc/ldd-bioscience-calcarea-arsenicum-3x-otc743454,MRP₹1501% OFF
Bjain Graphites Globules 0/27 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-graphites-globules-0-27-lm-otc829236,MRP₹8510% OFF
Wheezal Verbascum Thapsus Dilution 30,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-verbascum-thapsus-dilution-30-otc896339,MRP₹10011% OFF
SBL Silicea 0/11 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-silicea-0-11-lm-otc363607,
Bjain Agnus Castus Dilution 1000 CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-agnus-castus-dilution-1000-ch-otc718025,
Dr. Reckeweg Rhus Venenata Dilution 200 CH,bottle of 11 ml Dilution,157,https://www.1mg.com/otc/dr.-reckeweg-rhus-venenata-dilution-200-ch-otc331700,MRP₹1602% OFF
Bakson's Homeopathy Euonymus Europaeus Dilution 30,bottle of 30 ml Dilution,91.5,https://www.1mg.com/otc/bakson-s-homeopathy-euonymus-europaeus-dilution-30-otc761350,MRP₹1009% OFF
Dr. Johns Dianil Sugar Free Tonic,bottle of 200 ml Tonic,133,https://www.1mg.com/otc/dr.-johns-dianil-sugar-free-tonic-otc390150,MRP₹1405% OFF
Dr Willmar Schwabe India Bio-Combination 21 (BC 21) Tablet,bottle of 20 gm Biocombination Tablet,,https://www.1mg.com/otc/dr-willmar-schwabe-india-bio-combination-21-bc-21-tablet-otc338282,
Bakson's Homeopathy Yerba Santa Dilution 6X,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-yerba-santa-dilution-6x-otc785648,MRP₹1008% OFF
ADEL Justicia Adh Dilution 30,bottle of 10 ml Dilution,143,https://www.1mg.com/otc/adel-justicia-adh-dilution-30-otc326512,MRP₹1451% OFF
LDD Bioscience Ferrum Picricum Dilution 30 CH,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/ldd-bioscience-ferrum-picricum-dilution-30-ch-otc842149,MRP₹9510% OFF
Doliosis D7 Cold Sinus Drop,bottle of 30 ml Drop,157,https://www.1mg.com/otc/doliosis-d7-cold-sinus-drop-otc392469,MRP₹17510% OFF
Bakson's Homeopathy Ferrum Plus Iron Tonic Sugar Free,bottle of 115 ml Tonic,,https://www.1mg.com/otc/bakson-s-homeopathy-ferrum-plus-iron-tonic-sugar-free-otc659524,
Bakson's Homeopathy Withania Somnifera (Ashvagandha) Dilution 1000,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-withania-somnifera-ashvagandha-dilution-1000-otc785624,MRP₹1409% OFF
"Dr. Romas Homeopathy HD-54 Toothache, 2 Bottles of 2 Dram",packet of 2 bottles,280,https://www.1mg.com/otc/dr.-romas-homeopathy-hd-54-toothache-2-bottles-of-2-dram-otc769037,MRP₹35020% OFF
Wheezal Terminalia Chebula Dilution 200,bottle of 30 ml Dilution,93.5,https://www.1mg.com/otc/wheezal-terminalia-chebula-dilution-200-otc922653,MRP₹10511% OFF
Prime Health Uk Vine Drop,bottle of 30 ml Drop,878,https://www.1mg.com/otc/prime-health-uk-vine-drop-otc933539,MRP₹97510% OFF
Bjain Gaultheria Procumbens Mother Tincture Q,bottle of 100 ml Mother Tincture,,https://www.1mg.com/otc/bjain-gaultheria-procumbens-mother-tincture-q-otc445399,
Wheezal Pothos Foetidus Globules 0/18 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-pothos-foetidus-globules-0-18-lm-otc884675,MRP₹1807% OFF
Wheezal Calcarea Renalis Dilution 4X,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-calcarea-renalis-dilution-4x-otc933446,MRP₹33511% OFF
LDD Bioscience Argentum Phosphoricum Dilution 1000 CH,bottle of 100 ml Dilution,207,https://www.1mg.com/otc/ldd-bioscience-argentum-phosphoricum-dilution-1000-ch-otc838610,MRP₹23010% OFF
Dr Willmar Schwabe Germany Natrum Carbonicum Dilution 200,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-natrum-carbonicum-dilution-200-otc697395,
LDD Bioscience Euphrasia Officinalis Mother Tincture Q,bottle of 30 ml Mother Tincture,194,https://www.1mg.com/otc/ldd-bioscience-euphrasia-officinalis-mother-tincture-q-otc779351,MRP₹21510% OFF
Bjain Caladium Seguinum Dilution 10M CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-caladium-seguinum-dilution-10m-ch-otc436319,
Bjain Granatum Dilution 1000 CH,bottle of 12 ml Dilution,85,https://www.1mg.com/otc/bjain-granatum-dilution-1000-ch-otc710689,MRP₹10015% OFF
Dr. Johns Leuco-Plex Syrup,bottle of 120 ml Syrup,80.8,https://www.1mg.com/otc/dr.-johns-leuco-plex-syrup-otc392431,MRP₹855% OFF
Dr. Majumder Homeo World Acidum Picricum Dilution (30ml Each) 200,box of 1 Bottle,,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-picricum-dilution-30ml-each-200-otc852637,
Wheezal Calcarea Arsenicosa Globules 0/30 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-calcarea-arsenicosa-globules-0-30-lm-otc886068,MRP₹1806% OFF
Dr Willmar Schwabe India Spigelia Dilution CM CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-spigelia-dilution-cm-ch-otc392064,
SBL Chenopodium Anthelminticum Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-chenopodium-anthelminticum-dilution-12-ch-otc351795,
Wheezal Comocladia Dentata Dilution 3X,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-comocladia-dentata-dilution-3x-otc932115,MRP₹10011% OFF
Dr. Reckeweg Selenium Dilution 200 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-selenium-dilution-200-ch-otc331663,
Pioneer Pharma Withania Somni Globules Pellet Multidose Pills 30 CH,bottle of 150 tablets,102,https://www.1mg.com/otc/pioneer-pharma-withania-somni-globules-pellet-multidose-pills-30-ch-otc961850,MRP₹12015% OFF
Lord's Aloe Socotrina Mother Tincture Q,bottle of 30 ml Mother Tincture,85,https://www.1mg.com/otc/lord-s-aloe-socotrina-mother-tincture-q-otc736459,MRP₹10015% OFF
Wheezal Lemna Minor Dilution 6,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-lemna-minor-dilution-6-otc924866,MRP₹10011% OFF
Bjain Lilium Tigrinum Mother Tincture Q,bottle of 100 ml Mother Tincture,549,https://www.1mg.com/otc/bjain-lilium-tigrinum-mother-tincture-q-otc445558,MRP₹61010% OFF
Dr Willmar Schwabe India Cineraria Maritima Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-cineraria-maritima-dilution-12-ch-otc399298,
Wheezal Caulophyllum Thalictroides Globules 0/17 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-caulophyllum-thalictroides-globules-0-17-lm-otc889028,MRP₹1807% OFF
Bio India Ferrum Phosphoricum Biochemic Tablet 200X,bottle of 450 gm Biochemic Tablet,,https://www.1mg.com/otc/bio-india-ferrum-phosphoricum-biochemic-tablet-200x-otc551830,
Wheezal Tellurium Dilution 10M,bottle of 30 ml Dilution,245,https://www.1mg.com/otc/wheezal-tellurium-dilution-10m-otc922262,MRP₹27511% OFF
Bhargava Setin-M Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/bhargava-setin-m-drop-otc328804,
SBL Petroselinum Sativum Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-petroselinum-sativum-dilution-1000-ch-otc348503,
Bakson B41 Vitality Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/bakson-b41-vitality-drop-otc388091,
Dr. Reckeweg Kali Muriaticum Dilution 30 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-kali-muriaticum-dilution-30-ch-otc326687,
Bjain Ledum Palustre Dilution 12C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-ledum-palustre-dilution-12c-otc440357,
SBL Baryta Carbonica 0/11 LM,bottle of 20 gm Globules,172,https://www.1mg.com/otc/sbl-baryta-carbonica-0-11-lm-otc361239,MRP₹1857% OFF
SBL Iodium 0/9 LM,bottle of 20 gm Globules,172,https://www.1mg.com/otc/sbl-iodium-0-9-lm-otc364664,MRP₹1857% OFF
Wheezal Argentum Nitricum Globules 0/3 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-argentum-nitricum-globules-0-3-lm-otc882619,MRP₹1807% OFF
Wheezal Calendula Nectar Antiseptic Cream,tube of 50 gm Cream,,https://www.1mg.com/otc/wheezal-calendula-nectar-antiseptic-cream-otc715513,
Bjain Bryonia Alba Dilution 6C,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-bryonia-alba-dilution-6c-otc715805,
Dr Willmar Schwabe India Ammonium Carbonicum Dilution CM CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-ammonium-carbonicum-dilution-cm-ch-otc397704,
Bakson's Homeopathy Chininum Purum Dilution 1M,bottle of 30 ml Dilution,129,https://www.1mg.com/otc/bakson-s-homeopathy-chininum-purum-dilution-1m-otc804503,MRP₹1408% OFF
Pioneer Pharma Kali Phosp Globules Pellet Multidose Pills 6 CH,bottle of 150 tablets,98.4,https://www.1mg.com/otc/pioneer-pharma-kali-phosp-globules-pellet-multidose-pills-6-ch-otc886983,MRP₹12018% OFF
Sett Dey Lachesis Dilution 6,bottle of 30 ml Dilution,73.1,https://www.1mg.com/otc/sett-dey-lachesis-dilution-6-otc841244,MRP₹8615% OFF
Dr Willmar Schwabe India Chelidonium Majus Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-chelidonium-majus-dilution-12-ch-otc398949,
SBL Scorpion Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-scorpion-dilution-12-ch-otc359432,
Wheezal Ginkgo Biloba 1X MT Tablet,bottle of 25 gm Tablet,276,https://www.1mg.com/otc/wheezal-ginkgo-biloba-1x-mt-tablet-otc834028,MRP₹3008% OFF
Dr. Majumder Homeo World Arbus Precatorius Dilution (30ml Each) 12 CH,combo pack of 6 bottles,1170,https://www.1mg.com/otc/dr.-majumder-homeo-world-arbus-precatorius-dilution-30ml-each-12-ch-otc850864,MRP₹156025% OFF
Bjain Drosera Rotundifolia Globules 0/29 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-drosera-rotundifolia-globules-0-29-lm-otc833508,MRP₹8510% OFF
Pioneer Pharma Mercurius Corrosiv Globules Pellet Multidose Pills 200 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-mercurius-corrosiv-globules-pellet-multidose-pills-200-ch-otc921173,
Dr Willmar Schwabe India Magnesia Phosphoricum Biochemic Tablet 200X,bottle of 550 gm Biochemic Tablet,,https://www.1mg.com/otc/dr-willmar-schwabe-india-magnesia-phosphoricum-biochemic-tablet-200x-otc448513,
Dr. Reckeweg Lathyrus Sativus Dilution 50M CH,bottle of 11 ml Dilution,246,https://www.1mg.com/otc/dr.-reckeweg-lathyrus-sativus-dilution-50m-ch-otc374366,MRP₹2502% OFF
Bakson's Homeopathy Thaspium Aureum Dilution CM,bottle of 30 ml Dilution,345,https://www.1mg.com/otc/bakson-s-homeopathy-thaspium-aureum-dilution-cm-otc805618,MRP₹3758% OFF
Medilexicon Arnica Hair Oil,bottle of 100 ml Oil,107,https://www.1mg.com/otc/medilexicon-arnica-hair-oil-otc402484,MRP₹1103% OFF
Wheezal Arsenicum Metallicu Globules 0/35 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-arsenicum-metallicu-globules-0-35-lm-otc898409,MRP₹1801% OFF
ADEL Bryonia Alb. Dilution 3X,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-bryonia-alb.-dilution-3x-otc770083,
LDD Bioscience Ova Tosta 3X,bottle of 25 gm Tablet,,https://www.1mg.com/otc/ldd-bioscience-ova-tosta-3x-otc743436,
Bjain Natrum Muriaticum Dilution 50M CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-natrum-muriaticum-dilution-50m-ch-otc436769,
Dr Willmar Schwabe India Cuprum Sulphuricum Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-cuprum-sulphuricum-dilution-1000-ch-otc401141,
Dr. Reckeweg Strontium Carbonicum Dilution 200 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-strontium-carbonicum-dilution-200-ch-otc331637,
Bjain Hyoscyamus Niger Globules 0/2 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-hyoscyamus-niger-globules-0-2-lm-otc831470,MRP₹8510% OFF
SBL Rosmarinus Officinalis Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-rosmarinus-officinalis-dilution-12-ch-otc355933,
Dr Willmar Schwabe India Atista Indica Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-atista-indica-dilution-6-ch-otc397738,
Dr. Majumder Homeo World Acalypha Indica Dilution (30ml Each) 10M,combo pack of 2 bottles,540,https://www.1mg.com/otc/dr.-majumder-homeo-world-acalypha-indica-dilution-30ml-each-10m-otc851145,MRP₹65017% OFF
Wheezal Sarsaparilla Dilution 6,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-sarsaparilla-dilution-6-otc923231,MRP₹10011% OFF
Wheezal Barium Carbonicum Globules 0/9 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-barium-carbonicum-globules-0-9-lm-otc885340,MRP₹1806% OFF
Rxhomeo Iodium 1M,bottle of 250 pellets,91.5,https://www.1mg.com/otc/rxhomeo-iodium-1m-otc858378,MRP₹15039% OFF
Bjain Myrica Cerifera Mother Tincture Q,bottle of 30 ml Mother Tincture,329,https://www.1mg.com/otc/bjain-myrica-cerifera-mother-tincture-q-otc445185,MRP₹36510% OFF
Dr Willmar Schwabe India Natrum Phosphoricum Biochemic Tablet 30X,bottle of 20 gm Biochemic Tablet,,https://www.1mg.com/otc/dr-willmar-schwabe-india-natrum-phosphoricum-biochemic-tablet-30x-otc338133,
Wheezal Rhus Toxicodendron Globules 0/16 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-rhus-toxicodendron-globules-0-16-lm-otc884820,MRP₹1807% OFF
Dr Willmar Schwabe India Penthorum Sedoides Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-penthorum-sedoides-dilution-200-ch-otc394293,
Dr. Reckeweg Bio-Combination 15 (BC 15) Tablet,bottle of 20 gm Biocombination Tablet,,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-15-bc-15-tablet-otc326271,
Wheezal Sanguinaria Canadensis Globules 0/11 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-sanguinaria-canadensis-globules-0-11-lm-otc886130,MRP₹1807% OFF
Bakson's Homeopathy Euphrasia Officinalis Dilution 6,bottle of 30 ml Dilution,91.5,https://www.1mg.com/otc/bakson-s-homeopathy-euphrasia-officinalis-dilution-6-otc762551,MRP₹1009% OFF
Dr. Reckeweg Myristica Dilution 30 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-myristica-dilution-30-ch-otc326627,
Dr. Majumder Homeo World Abies Canadensis Dilution (30ml Each) 6,combo pack of 2 bottles,432,https://www.1mg.com/otc/dr.-majumder-homeo-world-abies-canadensis-dilution-30ml-each-6-otc850013,MRP₹52017% OFF
Wheezal Causticum Dilution CM,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-causticum-dilution-cm-otc903980,MRP₹33511% OFF
Dr. Reckeweg Acid Formic Dilution 6 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-acid-formic-dilution-6-ch-otc372713,
Bjain Aconitum Napellus Dilution 3X,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-aconitum-napellus-dilution-3x-otc428840,
LDD Bioscience Ammi Visnaga Mother Tincture Q,bottle of 100 ml Mother Tincture,441,https://www.1mg.com/otc/ldd-bioscience-ammi-visnaga-mother-tincture-q-otc779042,MRP₹49010% OFF
Lord's Mother Tincture Kurchi Q,bottle of 30 ml Mother Tincture,87.5,https://www.1mg.com/otc/lord-s-mother-tincture-kurchi-q-otc736844,MRP₹10013% OFF
Bakson's Homeopathy Antimonium Iodatum Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-antimonium-iodatum-dilution-1000-ch-otc752270,MRP₹1409% OFF
Wheezal Antimonium Crudum 0/20 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-antimonium-crudum-0-20-lm-otc884858,MRP₹1806% OFF
Bakson's Homeopathy Aegle Folia Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-aegle-folia-dilution-10m-otc749307,MRP₹3158% OFF
LDD Bioscience Acidum Uricum Dilution 30 CH,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/ldd-bioscience-acidum-uricum-dilution-30-ch-otc841159,MRP₹9510% OFF
SBL Sulphur Iodatum Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-sulphur-iodatum-dilution-6-ch-otc358773,
LDD Bioscience Copaiva Offcinalis Dilution 1000 CH,bottle of 30 ml Dilution,117,https://www.1mg.com/otc/ldd-bioscience-copaiva-offcinalis-dilution-1000-ch-otc838796,MRP₹13010% OFF
Pioneer Pharma Hamamelis Globules Pellet Multidose Pills 30 CH,bottle of 150 tablets,102,https://www.1mg.com/otc/pioneer-pharma-hamamelis-globules-pellet-multidose-pills-30-ch-otc961974,MRP₹12015% OFF
Bakson's Homeopathy Gentiana Cruciata Dilution 50M,bottle of 30 ml Dilution,322,https://www.1mg.com/otc/bakson-s-homeopathy-gentiana-cruciata-dilution-50m-otc806127,MRP₹3508% OFF
Bjain Calcarea Fluorica Dilution 200C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-calcarea-fluorica-dilution-200c-otc436488,
