Name,Size,Price,Link,MRP
Wheezal Ammi Visnaga CM,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-ammi-visnaga-cm-otc905641,MRP₹33511% OFF
Dr. Reckeweg Phytolacca Dec Dilution 50M CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-phytolacca-dec-dilution-50m-ch-otc374856,
SBL Phytolacca Berry Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-phytolacca-berry-dilution-200-ch-otc348517,
Wheezal Conium Maculatum Globules 0/59 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-conium-maculatum-globules-0-59-lm-otc898392,MRP₹1801% OFF
Dr. Reckeweg Ammonium Carb Dilution CM CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-ammonium-carb-dilution-cm-ch-otc372911,
Wheezal Mercurius Solubilis Dilution 0/19 LM,bottle of 20 gm Dilution,178,https://www.1mg.com/otc/wheezal-mercurius-solubilis-dilution-0-19-lm-otc899323,MRP₹1801% OFF
Lord's Bellis Perennis Mother Tincture Q,bottle of 30 ml Mother Tincture,111,https://www.1mg.com/otc/lord-s-bellis-perennis-mother-tincture-q-otc736923,MRP₹13015% OFF
Dr. Majumder Homeo World Acidum Carbolicum 10M,box of 1 Bottle,276,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-carbolicum-10m-otc860928,MRP₹32515% OFF
SBL Andrographis Paniculata Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-andrographis-paniculata-dilution-1000-ch-otc350972,
Bjain Cina Dilution 10M CH,bottle of 12 ml Dilution,136,https://www.1mg.com/otc/bjain-cina-dilution-10m-ch-otc713886,MRP₹16015% OFF
ADEL 73 Mucan Drop,bottle of 20 ml Drop,,https://www.1mg.com/otc/adel-73-mucan-drop-otc326062,
Bjain Boerhaavia Diffusa Dilution 6X,bottle of 30 ml Dilution,113,https://www.1mg.com/otc/bjain-boerhaavia-diffusa-dilution-6x-otc435716,MRP₹12510% OFF
Dr. Majumder Homeo World Arbus Precatorius Dilution (30ml Each) 200 CH,combo pack of 3 bottles,648,https://www.1mg.com/otc/dr.-majumder-homeo-world-arbus-precatorius-dilution-30ml-each-200-ch-otc850856,MRP₹81020% OFF
Dr Willmar Schwabe India Selenium Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-selenium-dilution-6-ch-otc392275,
Bjain Pepsinum Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,140,https://www.1mg.com/otc/bjain-pepsinum-trituration-tablet-3x-otc484315,MRP₹15510% OFF
ADEL Melilotus Off. Mother Tincture Q,bottle of 20 ml Mother Tincture,293,https://www.1mg.com/otc/adel-melilotus-off.-mother-tincture-q-otc724304,MRP₹3002% OFF
Wheezal Mercurius Iodatus Ruber Dilution 30,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-mercurius-iodatus-ruber-dilution-30-otc926217,MRP₹10011% OFF
LDD Bioscience Phytolacca B Dilution 200,bottle of 30 ml Dilution,95,https://www.1mg.com/otc/ldd-bioscience-phytolacca-b-dilution-200-otc724830,MRP₹1005% OFF
Nipco N28 Detoxonip Drop (30ml Each),combo pack of 2 bottles,,https://www.1mg.com/otc/nipco-n28-detoxonip-drop-30ml-each-otc747092,
"Dr. Romas Homeopathy HD-36 Fissure, 2 Bottles of 2 Dram",packet of 2 bottles,280,https://www.1mg.com/otc/dr.-romas-homeopathy-hd-36-fissure-2-bottles-of-2-dram-otc776768,MRP₹35020% OFF
Amazohealth Thyroheal Pill,bottle of 100 tablets,144,https://www.1mg.com/otc/amazohealth-thyroheal-pill-otc854260,MRP₹16010% OFF
LDD Bioscience Bio-Combination 5 Coryza Tablet,bottle of 450 gm Biocombination Tablet,626,https://www.1mg.com/otc/ldd-bioscience-bio-combination-5-coryza-tablet-otc779483,MRP₹69510% OFF
LDD Bioscience Bromium Dilution 1000 CH,bottle of 100 ml Dilution,207,https://www.1mg.com/otc/ldd-bioscience-bromium-dilution-1000-ch-otc840867,MRP₹23010% OFF
Bakson's Homeopathy Stramonium Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-stramonium-dilution-10m-otc785397,MRP₹3158% OFF
Bakson's Homeopathy Dr. Bakshi's Flower Remedies Agrimony 6,bottle of 30 ml Drop,132,https://www.1mg.com/otc/bakson-s-homeopathy-dr.-bakshi-s-flower-remedies-agrimony-6-otc895015,MRP₹15012% OFF
Dr Willmar Schwabe India Asparagus Officinalis Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-asparagus-officinalis-dilution-12-ch-otc396939,
Dr Willmar Schwabe India Veratrum Viride Dilution 6 CH,bottle of 30 ml Dilution,99.7,https://www.1mg.com/otc/dr-willmar-schwabe-india-veratrum-viride-dilution-6-ch-otc405652,MRP₹100
Dr. Reckeweg Malandrinum Dilution 200 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-malandrinum-dilution-200-ch-otc331987,
Dr. Majumder Homeo World Bryonia Alba Dilution 1M (30ml Each),combo pack of 6 bottles,1416,https://www.1mg.com/otc/dr.-majumder-homeo-world-bryonia-alba-dilution-1m-30ml-each-otc798167,MRP₹177020% OFF
Dr Willmar Schwabe India Rhododendron Chrysanthum Dilution 10M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-rhododendron-chrysanthum-dilution-10m-ch-otc393481,
Dr. Majumder Homeo World Apocynum Cannabinum Dilution (30 ml Each) 12 CH,combo pack of 3 bottles,624,https://www.1mg.com/otc/dr.-majumder-homeo-world-apocynum-cannabinum-dilution-30-ml-each-12-ch-otc869721,MRP₹78020% OFF
Lord's L 169 Vertigo Drop,bottle of 30 ml Drop,149,https://www.1mg.com/otc/lord-s-l-169-vertigo-drop-otc449194,MRP₹1607% OFF
Bjain Filix Mas Dilution 6X,bottle of 12 ml Dilution,76.5,https://www.1mg.com/otc/bjain-filix-mas-dilution-6x-otc711441,MRP₹9015% OFF
SBL Chrysarobinum Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-chrysarobinum-dilution-30-ch-otc348988,
SBL Jacaranda Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-jacaranda-dilution-1000-ch-otc347990,
Bakson's Homeopathy Amoora Rohituka Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-amoora-rohituka-dilution-10m-otc751456,MRP₹3158% OFF
Pioneer Pharma P55 Hernia Drop,bottle of 30 ml Drop,146,https://www.1mg.com/otc/pioneer-pharma-p55-hernia-drop-otc644058,MRP₹1609% OFF
Bakson's Homeopathy Trillium Pendulum Dilution 200,bottle of 30 ml Dilution,106,https://www.1mg.com/otc/bakson-s-homeopathy-trillium-pendulum-dilution-200-otc784210,MRP₹1158% OFF
Dr Willmar Schwabe India Juniperus Virginiana Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-juniperus-virginiana-dilution-1000-ch-otc404314,
Wheezal Mercurius Iodatus Ruber Dilution 200,bottle of 30 ml Dilution,93.5,https://www.1mg.com/otc/wheezal-mercurius-iodatus-ruber-dilution-200-otc926216,MRP₹10511% OFF
LDD Bioscience Malandrinum Dilution 30 CH,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/ldd-bioscience-malandrinum-dilution-30-ch-otc842680,MRP₹9510% OFF
Sett Dey Zincum Metallicum Dilution 1M,bottle of 30 ml Dilution,84,https://www.1mg.com/otc/sett-dey-zincum-metallicum-dilution-1m-otc909642,MRP₹10520% OFF
Bjain Collinsonia Canadensis Globules 0/5 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-collinsonia-canadensis-globules-0-5-lm-otc833070,MRP₹8510% OFF
Bakson's Homeopathy Kali Oxalicum Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-kali-oxalicum-dilution-1000-ch-otc764771,MRP₹1409% OFF
Sett Dey Helonias Dioica Mother Tincture,bottle of 30 ml Mother Tincture,1170,https://www.1mg.com/otc/sett-dey-helonias-dioica-mother-tincture-otc871986,MRP₹180035% OFF
Wheezal Cina Globules 0/9 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-cina-globules-0-9-lm-otc891452,MRP₹1807% OFF
Bjain Arsenicum Album Dilution 10M CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-arsenicum-album-dilution-10m-ch-otc716796,
SBL Sulphur Dilution 50M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/sbl-sulphur-dilution-50m-ch-otc385344,
Dr Willmar Schwabe India Digitalis Purpurea Dilution 10M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-digitalis-purpurea-dilution-10m-ch-otc401278,
Lord's Gnaphalium Poly Mother Tincture Q,bottle of 30 ml Mother Tincture,174,https://www.1mg.com/otc/lord-s-gnaphalium-poly-mother-tincture-q-otc736943,MRP₹20013% OFF
Pioneer Pharma Hippomanes Pellets 30 CH,bottle of 150 pellets,102,https://www.1mg.com/otc/pioneer-pharma-hippomanes-pellets-30-ch-otc961989,MRP₹12015% OFF
Bakson's Homeopathy Ignatia Amara Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bakson-s-homeopathy-ignatia-amara-dilution-200-ch-otc602965,
Dr. Reckeweg Teucrium M V Dilution 50M CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-teucrium-m-v-dilution-50m-ch-otc376126,
Bakson's Homeopathy Abelmoschus Mother Tincture Q,bottle of 30 ml Mother Tincture,110,https://www.1mg.com/otc/bakson-s-homeopathy-abelmoschus-mother-tincture-q-otc765854,MRP₹1208% OFF
Bjain Chelidonium Majus Dilution 6C,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-chelidonium-majus-dilution-6c-otc438659,
Bjain Calcarea Phosphorica Dilution 1000 CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-calcarea-phosphorica-dilution-1000-ch-otc715221,
Wheezal Conium Maculatum Globules 0/10 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-conium-maculatum-globules-0-10-lm-otc892078,MRP₹1801% OFF
Wheezal Acidum Nitricum Dilution 50M,bottle of 30 ml Dilution,289,https://www.1mg.com/otc/wheezal-acidum-nitricum-dilution-50m-otc935119,MRP₹32511% OFF
Dr Willmar Schwabe India Carcinosinum Dilution 10M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-carcinosinum-dilution-10m-ch-otc398661,
Sett Dey Acidum Phosphoricum Dilution 1M,bottle of 30 ml Dilution,85,https://www.1mg.com/otc/sett-dey-acidum-phosphoricum-dilution-1m-otc831818,MRP₹10015% OFF
Wheezal Oldenlandia Herbacea Dilution 6,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-oldenlandia-herbacea-dilution-6-otc925243,MRP₹10011% OFF
Dr. Reckeweg Thuja Occ Dilution 6 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-thuja-occ-dilution-6-ch-otc375409,
Bjain Opium Dilution 30C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-opium-dilution-30c-otc435904,
Bjain Camphora Dilution 6C,bottle of 100 ml Dilution,162,https://www.1mg.com/otc/bjain-camphora-dilution-6c-otc437363,MRP₹18010% OFF
Pioneer Pharma Withania Somni Globules Pellet Multidose Pills 200 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-withania-somni-globules-pellet-multidose-pills-200-ch-otc914718,
Dr. Majumder Homeo World Acorus Calamus Dilution (30ml Each) 6,box of 1 Bottle,221,https://www.1mg.com/otc/dr.-majumder-homeo-world-acorus-calamus-dilution-30ml-each-6-otc857743,MRP₹26015% OFF
Pioneer Pharma Berberis Aquifoli Globules Pellet Multidose Pills 6 CH,bottle of 150 tablets,98.4,https://www.1mg.com/otc/pioneer-pharma-berberis-aquifoli-globules-pellet-multidose-pills-6-ch-otc883712,MRP₹12018% OFF
Rxhomeo Selenium Metallicum 30C,bottle of 250 pellets,88.5,https://www.1mg.com/otc/rxhomeo-selenium-metallicum-30c-otc868412,MRP₹15041% OFF
Dr. Reckeweg Hypericum Perforatum Mother Tincture Q,bottle of 20 ml Mother Tincture,,https://www.1mg.com/otc/dr.-reckeweg-hypericum-perforatum-mother-tincture-q-otc327606,
Similia Damiagin Plus Drop,bottle of 30 ml Drop,233,https://www.1mg.com/otc/similia-damiagin-plus-drop-otc503622,MRP₹28518% OFF
Bjain Gelsemium Sempervirens Globules 0/9 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-gelsemium-sempervirens-globules-0-9-lm-otc827834,MRP₹8510% OFF
ADEL Merc Iod Rub Dilution 10M,bottle of 10 ml Dilution,221,https://www.1mg.com/otc/adel-merc-iod-rub-dilution-10m-otc764885,MRP₹2304% OFF
SBL Oleander Dilution 3 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-oleander-dilution-3-ch-otc355324,
Dr Willmar Schwabe India Robinia Pseudocacia Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-robinia-pseudocacia-dilution-1000-ch-otc393375,
SBL Psorinum 0/29 LM,bottle of 20 gm Globules,172,https://www.1mg.com/otc/sbl-psorinum-0-29-lm-otc365393,MRP₹1857% OFF
Bakson's Homeopathy Titanium Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-titanium-dilution-10m-otc784097,MRP₹3158% OFF
Wheezal Agnus Castus 0/4 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-agnus-castus-0-4-lm-otc876031,MRP₹1807% OFF
ADEL Cholesterinum Dilution CM,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-cholesterinum-dilution-cm-otc771416,
Bjain Ephedra Vulgaris Dilution 3X,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-ephedra-vulgaris-dilution-3x-otc832509,
Rxhomeo Glonoinum 30C Pellets,bottle of 250 pellets,85.5,https://www.1mg.com/otc/rxhomeo-glonoinum-30c-pellets-otc758993,MRP₹15043% OFF
Dr Willmar Schwabe India Graphites Pentarkan Ptk 50 Tablet,bottle of 20 gm Tablet,,https://www.1mg.com/otc/dr-willmar-schwabe-india-graphites-pentarkan-ptk-50-tablet-otc327654,
Combo Pack of Dr. Reckeweg R42 Varicosis Drop (22ml) & SBL Calcarea Fluorica Biochemic Tablet 6X (25gm),combo pack of 2 units,,https://www.1mg.com/otc/combo-pack-of-dr.-reckeweg-r42-varicosis-drop-22ml-sbl-calcarea-fluorica-biochemic-tablet-6x-25gm-otc917402,
Dr Willmar Schwabe India Bellis Perennis Mother Tincture Q,bottle of 30 ml Mother Tincture,,https://www.1mg.com/otc/dr-willmar-schwabe-india-bellis-perennis-mother-tincture-q-otc390802,
SBL Plumbum Aceticum Dilution 30 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-plumbum-aceticum-dilution-30-ch-otc356282,MRP₹1007% OFF
Bjain Platinum Metallicum Dilution 200 CH,bottle of 100 ml Dilution,150,https://www.1mg.com/otc/bjain-platinum-metallicum-dilution-200-ch-otc435231,MRP₹19021% OFF
Bio India Bach Flower Walnut,bottle of 30 ml Dilution,132,https://www.1mg.com/otc/bio-india-bach-flower-walnut-otc517930,MRP₹15012% OFF
Bjain Manganum Aceticum Globules 0/9 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-manganum-aceticum-globules-0-9-lm-otc835727,MRP₹8510% OFF
Bjain Caulophyllum Thalictroides Dilution 30C,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/bjain-caulophyllum-thalictroides-dilution-30c-otc436542,MRP₹9510% OFF
Bjain Phylanthus Nirurs Dilution 6 CH,bottle of 100 ml Dilution,162,https://www.1mg.com/otc/bjain-phylanthus-nirurs-dilution-6-ch-otc435455,MRP₹18010% OFF
Medisynth Lycopodium Clavatum Dilution 30,bottle of 30 ml Dilution,90.3,https://www.1mg.com/otc/medisynth-lycopodium-clavatum-dilution-30-otc872303,MRP₹955% OFF
Dr Willmar Schwabe India Chelone Glabra Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-chelone-glabra-dilution-1000-ch-otc399077,
Haslab HC 18 Ledum Complex Tablet,bottle of 20 gm Tablet,68.5,https://www.1mg.com/otc/haslab-hc-18-ledum-complex-tablet-otc388161,MRP₹759% OFF
Wheezal Dulcamara Globules 0/3 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-dulcamara-globules-0-3-lm-otc892862,MRP₹1807% OFF
Bjain Alumina Globules 0/27 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-alumina-globules-0-27-lm-otc826193,MRP₹8510% OFF
Bjain Aconitum Napellus Dilution 10M CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-aconitum-napellus-dilution-10m-ch-otc718404,
Dr Willmar Schwabe India Blatta Orientalis Dilution CM CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-blatta-orientalis-dilution-cm-ch-otc397869,
Bjain LYCOPODIUM CLAVATUM Mother Tincture Q,bottle of 30 ml Mother Tincture,,https://www.1mg.com/otc/bjain-lycopodium-clavatum-mother-tincture-q-otc329180,
Kent's Acinil,bottle of 450 ml Liquid,307,https://www.1mg.com/otc/kent-s-acinil-otc802496,MRP₹3204% OFF
LDD Bioscience Arsenicum Iodatum Dilution 1000 CH,bottle of 100 ml Dilution,207,https://www.1mg.com/otc/ldd-bioscience-arsenicum-iodatum-dilution-1000-ch-otc839366,MRP₹23010% OFF
SBL Avena Sativa Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-avena-sativa-dilution-1000-ch-otc345991,
LDD Bioscience Magnesia Sulphurica Dilution 1000 CH,bottle of 30 ml Dilution,117,https://www.1mg.com/otc/ldd-bioscience-magnesia-sulphurica-dilution-1000-ch-otc839397,MRP₹13010% OFF
ADEL Alfalfa Mother Tincture Q,bottle of 20 ml Mother Tincture,,https://www.1mg.com/otc/adel-alfalfa-mother-tincture-q-otc327061,
Bjain Calcarea Phosphorica Globules 0/12 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-calcarea-phosphorica-globules-0-12-lm-otc826289,MRP₹8510% OFF
Dr Willmar Schwabe India Magnesium Sulphuricum Dilution 10M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-magnesium-sulphuricum-dilution-10m-ch-otc375941,
Bakson's Homeopathy Typhoidiunum Dilution 30,bottle of 30 ml Dilution,91.5,https://www.1mg.com/otc/bakson-s-homeopathy-typhoidiunum-dilution-30-otc784587,MRP₹1009% OFF
Dr. Reckeweg Pinus Lamb Mother Tincture Q,bottle of 20 ml Mother Tincture,470,https://www.1mg.com/otc/dr.-reckeweg-pinus-lamb-mother-tincture-q-otc327536,MRP₹4751% OFF
Dr Willmar Schwabe Germany Acidum Nitricum Dilution 10M,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-acidum-nitricum-dilution-10m-otc693524,
Wheezal Coffea Cruda Dilution 3X,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-coffea-cruda-dilution-3x-otc930460,MRP₹10011% OFF
Wheezal Aurum Mur. Nat Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,166,https://www.1mg.com/otc/wheezal-aurum-mur.-nat-trituration-tablet-3x-otc841409,MRP₹1808% OFF
Hapdco Rheumacon Syrup,bottle of 450 ml Syrup,274,https://www.1mg.com/otc/hapdco-rheumacon-syrup-otc938674,MRP₹32516% OFF
Dr. Reckeweg Calc Ars Dilution 1000 CH,bottle of 11 ml Dilution,177,https://www.1mg.com/otc/dr.-reckeweg-calc-ars-dilution-1000-ch-otc335829,MRP₹1802% OFF
Bjain Acidum Muriaticum Globules 0/26 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-acidum-muriaticum-globules-0-26-lm-otc824397,MRP₹8510% OFF
Wheezal Petroleum Globules 0/17 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-petroleum-globules-0-17-lm-otc894137,MRP₹1801% OFF
Dr Willmar Schwabe India Spiranthes Autumnalis Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-spiranthes-autumnalis-dilution-1000-ch-otc392081,
Bjain Ammonium Muriaticum Dilution 30C,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/bjain-ammonium-muriaticum-dilution-30c-otc431845,MRP₹9510% OFF
Dr Willmar Schwabe India Asarum Europaeum Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-asarum-europaeum-dilution-30-ch-otc396747,
Bjain Omeo D-FVR Plus Syrup,bottle of 500 ml Syrup,302,https://www.1mg.com/otc/bjain-omeo-d-fvr-plus-syrup-otc426131,MRP₹33510% OFF
SBL Ambrosia Artemisiaefolia Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-ambrosia-artemisiaefolia-dilution-200-ch-otc350757,
Dr Willmar Schwabe India Sulphur Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-sulphur-dilution-6-ch-otc406089,
LDD Bioscience LD 46 Worms Drop,bottle of 30 ml Drop,146,https://www.1mg.com/otc/ldd-bioscience-ld-46-worms-drop-otc722826,MRP₹1609% OFF
Wheezal Menyanthes Trifoliata Dilution 50M,bottle of 30 ml Dilution,289,https://www.1mg.com/otc/wheezal-menyanthes-trifoliata-dilution-50m-otc925656,MRP₹32511% OFF
Wheezal Dulcamara Globules 0/18 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-dulcamara-globules-0-18-lm-otc892877,MRP₹1807% OFF
Bjain Argentum Nitricum Dilution 30C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-argentum-nitricum-dilution-30c-otc433146,
Dr Willmar Schwabe India Fraxinus Americana Mother Tincture Q,bottle of 30 ml Mother Tincture,,https://www.1mg.com/otc/dr-willmar-schwabe-india-fraxinus-americana-mother-tincture-q-otc390984,
Dr Willmar Schwabe India Oleum Santali Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-oleum-santali-dilution-30-ch-otc394572,
LDD Bioscience Arnica Mont Dilution 200,bottle of 100 ml Dilution,,https://www.1mg.com/otc/ldd-bioscience-arnica-mont-dilution-200-otc691578,
LDD Bioscience Pulsatilla Dilution 200,bottle of 100 ml Dilution,185,https://www.1mg.com/otc/ldd-bioscience-pulsatilla-dilution-200-otc691699,MRP₹1903% OFF
Bjain Kali Phosphoricum Dilution 30 CH,bottle of 30 ml Dilution,89.3,https://www.1mg.com/otc/bjain-kali-phosphoricum-dilution-30-ch-otc441197,MRP₹956% OFF
LDD Bioscience Kali Cynatum Dilution 1000 CH,bottle of 100 ml Dilution,207,https://www.1mg.com/otc/ldd-bioscience-kali-cynatum-dilution-1000-ch-otc843333,MRP₹23010% OFF
Dr Boricke Damiatone Oral Drops,bottle of 30 ml Oral Drops,,https://www.1mg.com/otc/dr-boricke-damiatone-oral-drops-otc850187,
Bjain Quercus Glandium Spiritus Dilution 3X,bottle of 12 ml Dilution,82.8,https://www.1mg.com/otc/bjain-quercus-glandium-spiritus-dilution-3x-otc701618,MRP₹908% OFF
Wheezal Pothos Foetidus Globules 0/26 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-pothos-foetidus-globules-0-26-lm-otc884683,MRP₹1807% OFF
ADEL Passiflora Inc. Mother Tincture Q,bottle of 20 ml Mother Tincture,,https://www.1mg.com/otc/adel-passiflora-inc.-mother-tincture-q-otc724354,
Dr. Majumder Homeo World Acidum Hippuricum Dilution (30ml Each) 30,box of 1 Bottle,221,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-hippuricum-dilution-30ml-each-30-otc851803,MRP₹26015% OFF
Bakson's Homeopathy Lilium Tigrinum Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-lilium-tigrinum-dilution-10m-otc765283,MRP₹3158% OFF
Dr. Majumder Homeo World Acidum Formicum Dilution (30ml Each) 200,combo pack of 3 bottles,648,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-formicum-dilution-30ml-each-200-otc851255,MRP₹81020% OFF
Bjain Cocculus Indicus Dilution 200C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-cocculus-indicus-dilution-200c-otc436893,
BRL Rauwolfia Plus Drop,bottle of 30 ml Drop,116,https://www.1mg.com/otc/brl-rauwolfia-plus-drop-otc787757,MRP₹1203% OFF
Dr Willmar Schwabe Germany Staphysagria Dilution 200,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-staphysagria-dilution-200-otc698195,
SBL Lecithinum Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-lecithinum-dilution-12-ch-otc354101,
LDD Bioscience Epigaea Repens Mother Tincture Q,bottle of 30 ml Mother Tincture,122,https://www.1mg.com/otc/ldd-bioscience-epigaea-repens-mother-tincture-q-otc779307,MRP₹13510% OFF
Pioneer Pharma Bio-Combination No 9 Tablet,bottle of 450 gm Biocombination Tablet,556,https://www.1mg.com/otc/pioneer-pharma-bio-combination-no-9-tablet-otc825187,MRP₹69520% OFF
Similia Thuja Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/similia-thuja-dilution-30-ch-otc574879,
Dr Willmar Schwabe India Magnesia Phosphoricum Biochemic Tablet 3X,bottle of 20 gm Biochemic Tablet,,https://www.1mg.com/otc/dr-willmar-schwabe-india-magnesia-phosphoricum-biochemic-tablet-3x-otc338162,
SBL Natrum Muriaticum 0/14 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-natrum-muriaticum-0-14-lm-otc366105,
Bakson's Homeopathy Vernonia Anthelmintica Dilution 6,bottle of 30 ml Dilution,91.5,https://www.1mg.com/otc/bakson-s-homeopathy-vernonia-anthelmintica-dilution-6-otc785532,MRP₹1009% OFF
Dr Willmar Schwabe India Cichorium Intybus Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-cichorium-intybus-dilution-6-ch-otc399174,
Bakson's Homeopathy Kali Oxalicum Dilution CM,bottle of 30 ml Dilution,345,https://www.1mg.com/otc/bakson-s-homeopathy-kali-oxalicum-dilution-cm-otc806217,MRP₹3758% OFF
Adven Glow-Aid Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/adven-glow-aid-drop-otc328941,
REPL Dr. Advice No.215 Palpit-Gone Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/repl-dr.-advice-no.215-palpit-gone-drop-otc901857,
Bjain Magnesium Phosphoricum Dilution 200C,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-magnesium-phosphoricum-dilution-200c-otc438502,
Dr. Majumder Homeo World Aconitum Ferox Dilution (30ml Each) 3,box of 1 Bottle,221,https://www.1mg.com/otc/dr.-majumder-homeo-world-aconitum-ferox-dilution-30ml-each-3-otc857235,MRP₹26015% OFF
